identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
smteta_constDivisionBy3_001.st;1.07;0.12;0:01.15;104%;(0avgtext+0avgdata 83668maxresident)k;13760inputs+72outputs;(0major+11500minor)pagefaults;0swaps
smteta_constDivisionBy3_002.st;0.88;0.04;0:00.51;179%;(0avgtext+0avgdata 83568maxresident)k;0inputs+72outputs;(0major+11513minor)pagefaults;0swaps
smteta_constDivisionBy3_003.st;0.87;0.03;0:00.47;192%;(0avgtext+0avgdata 81724maxresident)k;0inputs+72outputs;(0major+11962minor)pagefaults;0swaps
smteta_constDivisionBy3_004.st;0.86;0.06;0:00.49;186%;(0avgtext+0avgdata 82600maxresident)k;0inputs+72outputs;(0major+11330minor)pagefaults;0swaps
smteta_constDivisionBy3_005.st;0.86;0.07;0:00.47;195%;(0avgtext+0avgdata 81312maxresident)k;0inputs+80outputs;(0major+12307minor)pagefaults;0swaps
smteta_constDivisionBy3_006.st;0.84;0.04;0:00.45;195%;(0avgtext+0avgdata 82268maxresident)k;0inputs+80outputs;(0major+11192minor)pagefaults;0swaps
smteta_constDivisionBy3_007.st;0.84;0.05;0:00.45;196%;(0avgtext+0avgdata 79872maxresident)k;0inputs+80outputs;(0major+12193minor)pagefaults;0swaps
smteta_constDivisionBy3_008.st;0.91;0.03;0:00.46;203%;(0avgtext+0avgdata 83000maxresident)k;0inputs+80outputs;(0major+12415minor)pagefaults;0swaps
smteta_constDivisionBy3_009.st;0.92;0.05;0:00.45;216%;(0avgtext+0avgdata 84440maxresident)k;0inputs+80outputs;(0major+11896minor)pagefaults;0swaps
smteta_constDivisionBy3_010.st;0.84;0.05;0:00.46;196%;(0avgtext+0avgdata 82108maxresident)k;0inputs+80outputs;(0major+11526minor)pagefaults;0swaps
smteta_constDivisionBy3_011.st;0.91;0.06;0:00.47;207%;(0avgtext+0avgdata 82864maxresident)k;0inputs+80outputs;(0major+12338minor)pagefaults;0swaps
