identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
nuXmv_constSubtraction_001.st;0.94;0.07;0:00.65;155%;(0avgtext+0avgdata 86912maxresident)k;0inputs+96outputs;(0major+16973minor)pagefaults;0swaps
nuXmv_constSubtraction_002.st;0.99;0.08;0:00.56;191%;(0avgtext+0avgdata 85972maxresident)k;0inputs+96outputs;(0major+17421minor)pagefaults;0swaps
nuXmv_constSubtraction_003.st;1.03;0.05;0:00.58;187%;(0avgtext+0avgdata 86284maxresident)k;0inputs+96outputs;(0major+18050minor)pagefaults;0swaps
nuXmv_constSubtraction_004.st;1.04;0.07;0:00.62;180%;(0avgtext+0avgdata 91756maxresident)k;0inputs+96outputs;(0major+18817minor)pagefaults;0swaps
nuXmv_constSubtraction_005.st;1.08;0.06;0:00.63;181%;(0avgtext+0avgdata 89100maxresident)k;0inputs+128outputs;(0major+18444minor)pagefaults;0swaps
nuXmv_constSubtraction_006.st;1.12;0.08;0:00.70;170%;(0avgtext+0avgdata 87164maxresident)k;0inputs+96outputs;(0major+18630minor)pagefaults;0swaps
nuXmv_constSubtraction_007.st;1.15;0.05;0:00.71;169%;(0avgtext+0avgdata 86508maxresident)k;0inputs+96outputs;(0major+20986minor)pagefaults;0swaps
nuXmv_constSubtraction_008.st;1.43;0.06;0:00.98;153%;(0avgtext+0avgdata 87600maxresident)k;0inputs+96outputs;(0major+20796minor)pagefaults;0swaps
nuXmv_constSubtraction_009.st;1.80;0.07;0:01.35;138%;(0avgtext+0avgdata 89440maxresident)k;0inputs+96outputs;(0major+21461minor)pagefaults;0swaps
nuXmv_constSubtraction_010.st;1.80;0.04;0:01.31;140%;(0avgtext+0avgdata 89428maxresident)k;0inputs+96outputs;(0major+21417minor)pagefaults;0swaps
nuXmv_constSubtraction_011.st;1.93;0.03;0:01.41;139%;(0avgtext+0avgdata 89048maxresident)k;0inputs+96outputs;(0major+21671minor)pagefaults;0swaps
nuXmv_constSubtraction_012.st;1.73;0.05;0:01.25;142%;(0avgtext+0avgdata 87416maxresident)k;0inputs+128outputs;(0major+21877minor)pagefaults;0swaps
nuXmv_constSubtraction_013.st;3.59;0.07;0:03.14;116%;(0avgtext+0avgdata 88160maxresident)k;0inputs+96outputs;(0major+23245minor)pagefaults;0swaps
nuXmv_constSubtraction_014.st;2.15;0.06;0:01.67;132%;(0avgtext+0avgdata 87480maxresident)k;0inputs+96outputs;(0major+22263minor)pagefaults;0swaps
nuXmv_constSubtraction_015.st;1.64;0.08;0:01.17;147%;(0avgtext+0avgdata 82404maxresident)k;0inputs+104outputs;(0major+22815minor)pagefaults;0swaps
nuXmv_constSubtraction_016.st;2.63;0.07;0:02.13;126%;(0avgtext+0avgdata 90692maxresident)k;0inputs+104outputs;(0major+27190minor)pagefaults;0swaps
nuXmv_constSubtraction_017.st;2.70;0.06;0:02.22;124%;(0avgtext+0avgdata 81648maxresident)k;0inputs+104outputs;(0major+27994minor)pagefaults;0swaps
nuXmv_constSubtraction_018.st;3.01;0.05;0:02.48;123%;(0avgtext+0avgdata 88976maxresident)k;0inputs+104outputs;(0major+24722minor)pagefaults;0swaps
nuXmv_constSubtraction_019.st;4.23;0.06;0:03.74;114%;(0avgtext+0avgdata 86440maxresident)k;0inputs+104outputs;(0major+26904minor)pagefaults;0swaps
nuXmv_constSubtraction_020.st;5.33;0.11;0:04.88;111%;(0avgtext+0avgdata 90424maxresident)k;0inputs+104outputs;(0major+29709minor)pagefaults;0swaps
nuXmv_constSubtraction_021.st;6.16;0.08;0:05.66;110%;(0avgtext+0avgdata 93460maxresident)k;0inputs+104outputs;(0major+31230minor)pagefaults;0swaps
nuXmv_constSubtraction_022.st;2.71;0.06;0:02.19;126%;(0avgtext+0avgdata 89836maxresident)k;0inputs+136outputs;(0major+26581minor)pagefaults;0swaps
nuXmv_constSubtraction_023.st;5.55;0.08;0:05.07;111%;(0avgtext+0avgdata 87372maxresident)k;0inputs+136outputs;(0major+30665minor)pagefaults;0swaps
nuXmv_constSubtraction_024.st;5.72;0.07;0:05.24;110%;(0avgtext+0avgdata 91308maxresident)k;0inputs+104outputs;(0major+31135minor)pagefaults;0swaps
nuXmv_constSubtraction_025.st;11.06;0.09;0:10.55;105%;(0avgtext+0avgdata 109776maxresident)k;0inputs+104outputs;(0major+29154minor)pagefaults;0swaps
nuXmv_constSubtraction_026.st;7.45;0.05;0:06.88;109%;(0avgtext+0avgdata 100532maxresident)k;0inputs+136outputs;(0major+33588minor)pagefaults;0swaps
nuXmv_constSubtraction_027.st;6.04;0.08;0:05.50;111%;(0avgtext+0avgdata 104680maxresident)k;0inputs+168outputs;(0major+34569minor)pagefaults;0swaps
nuXmv_constSubtraction_028.st;5.68;0.08;0:05.17;111%;(0avgtext+0avgdata 102248maxresident)k;0inputs+104outputs;(0major+31943minor)pagefaults;0swaps
nuXmv_constSubtraction_029.st;15.75;0.10;0:15.22;104%;(0avgtext+0avgdata 122420maxresident)k;0inputs+200outputs;(0major+35872minor)pagefaults;0swaps
nuXmv_constSubtraction_030.st;6.63;0.10;0:06.10;110%;(0avgtext+0avgdata 104456maxresident)k;0inputs+104outputs;(0major+35030minor)pagefaults;0swaps
nuXmv_constSubtraction_031.st;11.31;0.07;0:10.77;105%;(0avgtext+0avgdata 116824maxresident)k;0inputs+96outputs;(0major+36026minor)pagefaults;0swaps
nuXmv_constSubtraction_032.st;15.96;0.11;0:15.42;104%;(0avgtext+0avgdata 151024maxresident)k;0inputs+200outputs;(0major+36899minor)pagefaults;0swaps
