identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
nuXmv_constAddition_001.st;0.96;0.06;0:00.67;153%;(0avgtext+0avgdata 88040maxresident)k;0inputs+160outputs;(0major+17115minor)pagefaults;0swaps
nuXmv_constAddition_002.st;0.96;0.07;0:00.56;185%;(0avgtext+0avgdata 87292maxresident)k;0inputs+96outputs;(0major+17675minor)pagefaults;0swaps
nuXmv_constAddition_003.st;0.95;0.07;0:00.55;187%;(0avgtext+0avgdata 87064maxresident)k;0inputs+96outputs;(0major+18435minor)pagefaults;0swaps
nuXmv_constAddition_004.st;1.08;0.05;0:00.62;184%;(0avgtext+0avgdata 81288maxresident)k;0inputs+96outputs;(0major+19506minor)pagefaults;0swaps
nuXmv_constAddition_005.st;1.07;0.05;0:00.63;179%;(0avgtext+0avgdata 87268maxresident)k;0inputs+96outputs;(0major+18290minor)pagefaults;0swaps
nuXmv_constAddition_006.st;1.15;0.09;0:00.74;167%;(0avgtext+0avgdata 87116maxresident)k;0inputs+88outputs;(0major+19526minor)pagefaults;0swaps
nuXmv_constAddition_007.st;1.20;0.06;0:00.77;164%;(0avgtext+0avgdata 87400maxresident)k;0inputs+96outputs;(0major+20651minor)pagefaults;0swaps
nuXmv_constAddition_008.st;1.27;0.04;0:00.81;162%;(0avgtext+0avgdata 88200maxresident)k;0inputs+88outputs;(0major+20868minor)pagefaults;0swaps
nuXmv_constAddition_009.st;1.52;0.07;0:01.07;149%;(0avgtext+0avgdata 87444maxresident)k;0inputs+96outputs;(0major+20999minor)pagefaults;0swaps
nuXmv_constAddition_010.st;1.61;0.07;0:01.17;143%;(0avgtext+0avgdata 87544maxresident)k;0inputs+96outputs;(0major+21305minor)pagefaults;0swaps
nuXmv_constAddition_011.st;1.70;0.08;0:01.26;141%;(0avgtext+0avgdata 81652maxresident)k;0inputs+152outputs;(0major+21665minor)pagefaults;0swaps
nuXmv_constAddition_012.st;1.81;0.06;0:01.32;141%;(0avgtext+0avgdata 88220maxresident)k;0inputs+96outputs;(0major+22943minor)pagefaults;0swaps
nuXmv_constAddition_013.st;1.66;0.06;0:01.18;145%;(0avgtext+0avgdata 90272maxresident)k;0inputs+96outputs;(0major+25020minor)pagefaults;0swaps
nuXmv_constAddition_014.st;2.54;0.07;0:02.08;125%;(0avgtext+0avgdata 85308maxresident)k;0inputs+96outputs;(0major+25501minor)pagefaults;0swaps
nuXmv_constAddition_015.st;2.18;0.04;0:01.69;131%;(0avgtext+0avgdata 88960maxresident)k;0inputs+104outputs;(0major+25738minor)pagefaults;0swaps
nuXmv_constAddition_016.st;2.62;0.05;0:02.13;125%;(0avgtext+0avgdata 90220maxresident)k;0inputs+104outputs;(0major+24629minor)pagefaults;0swaps
nuXmv_constAddition_017.st;2.33;0.06;0:01.83;130%;(0avgtext+0avgdata 89884maxresident)k;0inputs+104outputs;(0major+25201minor)pagefaults;0swaps
nuXmv_constAddition_018.st;3.02;0.06;0:02.52;122%;(0avgtext+0avgdata 88028maxresident)k;0inputs+104outputs;(0major+25872minor)pagefaults;0swaps
