identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
smteta_constDivision_001.st;0.80;0.04;0:00.44;193%;(0avgtext+0avgdata 82328maxresident)k;0inputs+72outputs;(0major+12379minor)pagefaults;0swaps
smteta_constDivision_002.st;0.78;0.04;0:00.43;190%;(0avgtext+0avgdata 81112maxresident)k;0inputs+72outputs;(0major+11758minor)pagefaults;0swaps
smteta_constDivision_003.st;0.88;0.03;0:00.46;200%;(0avgtext+0avgdata 82920maxresident)k;0inputs+72outputs;(0major+12132minor)pagefaults;0swaps
smteta_constDivision_004.st;0.80;0.05;0:00.44;190%;(0avgtext+0avgdata 79440maxresident)k;0inputs+72outputs;(0major+10879minor)pagefaults;0swaps
smteta_constDivision_005.st;0.91;0.04;0:00.45;212%;(0avgtext+0avgdata 83344maxresident)k;0inputs+80outputs;(0major+11705minor)pagefaults;0swaps
smteta_constDivision_006.st;0.86;0.08;0:00.47;199%;(0avgtext+0avgdata 84820maxresident)k;0inputs+80outputs;(0major+12081minor)pagefaults;0swaps
smteta_constDivision_007.st;0.91;0.03;0:00.45;209%;(0avgtext+0avgdata 82016maxresident)k;0inputs+80outputs;(0major+11576minor)pagefaults;0swaps
smteta_constDivision_008.st;0.85;0.05;0:00.48;189%;(0avgtext+0avgdata 80996maxresident)k;0inputs+80outputs;(0major+11255minor)pagefaults;0swaps
smteta_constDivision_009.st;0.86;0.05;0:00.47;194%;(0avgtext+0avgdata 83560maxresident)k;0inputs+80outputs;(0major+11455minor)pagefaults;0swaps
smteta_constDivision_010.st;0.99;0.02;0:00.47;215%;(0avgtext+0avgdata 81812maxresident)k;0inputs+80outputs;(0major+12584minor)pagefaults;0swaps
smteta_constDivision_011.st;0.88;0.05;0:00.46;199%;(0avgtext+0avgdata 83120maxresident)k;0inputs+80outputs;(0major+11466minor)pagefaults;0swaps
smteta_constDivision_012.st;0.94;0.07;0:00.49;209%;(0avgtext+0avgdata 85868maxresident)k;0inputs+80outputs;(0major+12116minor)pagefaults;0swaps
smteta_constDivision_013.st;0.94;0.03;0:00.48;205%;(0avgtext+0avgdata 81132maxresident)k;0inputs+88outputs;(0major+11963minor)pagefaults;0swaps
smteta_constDivision_014.st;0.93;0.06;0:00.48;204%;(0avgtext+0avgdata 83364maxresident)k;0inputs+88outputs;(0major+12380minor)pagefaults;0swaps
smteta_constDivision_015.st;0.92;0.06;0:00.48;205%;(0avgtext+0avgdata 83104maxresident)k;0inputs+120outputs;(0major+11799minor)pagefaults;0swaps
smteta_constDivision_016.st;1.01;0.03;0:00.48;215%;(0avgtext+0avgdata 83924maxresident)k;0inputs+88outputs;(0major+12746minor)pagefaults;0swaps
smteta_constDivision_017.st;0.99;0.06;0:00.49;212%;(0avgtext+0avgdata 85740maxresident)k;0inputs+88outputs;(0major+12237minor)pagefaults;0swaps
smteta_constDivision_018.st;0.97;0.04;0:00.48;210%;(0avgtext+0avgdata 83020maxresident)k;0inputs+88outputs;(0major+11330minor)pagefaults;0swaps
smteta_constDivision_019.st;0.99;0.06;0:00.49;215%;(0avgtext+0avgdata 84588maxresident)k;0inputs+88outputs;(0major+12416minor)pagefaults;0swaps
smteta_constDivision_020.st;1.03;0.04;0:00.49;217%;(0avgtext+0avgdata 84048maxresident)k;0inputs+96outputs;(0major+12724minor)pagefaults;0swaps
smteta_constDivision_021.st;0.99;0.04;0:00.51;200%;(0avgtext+0avgdata 85408maxresident)k;0inputs+96outputs;(0major+12282minor)pagefaults;0swaps
smteta_constDivision_022.st;0.96;0.04;0:00.49;203%;(0avgtext+0avgdata 84024maxresident)k;0inputs+96outputs;(0major+11208minor)pagefaults;0swaps
smteta_constDivision_023.st;0.98;0.04;0:00.48;211%;(0avgtext+0avgdata 84036maxresident)k;0inputs+96outputs;(0major+12120minor)pagefaults;0swaps
smteta_constDivision_024.st;0.96;0.05;0:00.48;211%;(0avgtext+0avgdata 84632maxresident)k;0inputs+96outputs;(0major+11693minor)pagefaults;0swaps
smteta_constDivision_025.st;1.01;0.05;0:00.49;215%;(0avgtext+0avgdata 85716maxresident)k;0inputs+96outputs;(0major+11497minor)pagefaults;0swaps
smteta_constDivision_026.st;1.06;0.05;0:00.50;220%;(0avgtext+0avgdata 85592maxresident)k;0inputs+96outputs;(0major+12387minor)pagefaults;0swaps
smteta_constDivision_027.st;0.99;0.05;0:00.49;214%;(0avgtext+0avgdata 86476maxresident)k;0inputs+104outputs;(0major+11588minor)pagefaults;0swaps
smteta_constDivision_028.st;1.08;0.05;0:00.50;223%;(0avgtext+0avgdata 86552maxresident)k;0inputs+104outputs;(0major+12170minor)pagefaults;0swaps
