identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
nuXmv_constAddition_001.st;0.92;0.08;0:00.67;149%;(0avgtext+0avgdata 88852maxresident)k;0inputs+96outputs;(0major+17718minor)pagefaults;0swaps
nuXmv_constAddition_002.st;0.99;0.08;0:00.56;189%;(0avgtext+0avgdata 85976maxresident)k;0inputs+96outputs;(0major+17965minor)pagefaults;0swaps
nuXmv_constAddition_003.st;0.99;0.04;0:00.55;188%;(0avgtext+0avgdata 86112maxresident)k;0inputs+96outputs;(0major+17862minor)pagefaults;0swaps
nuXmv_constAddition_004.st;1.04;0.05;0:00.58;187%;(0avgtext+0avgdata 90192maxresident)k;0inputs+96outputs;(0major+19666minor)pagefaults;0swaps
nuXmv_constAddition_005.st;1.10;0.07;0:00.66;177%;(0avgtext+0avgdata 85668maxresident)k;0inputs+96outputs;(0major+18975minor)pagefaults;0swaps
nuXmv_constAddition_006.st;1.14;0.05;0:00.67;177%;(0avgtext+0avgdata 87312maxresident)k;0inputs+96outputs;(0major+20225minor)pagefaults;0swaps
nuXmv_constAddition_007.st;1.24;0.08;0:00.81;163%;(0avgtext+0avgdata 86544maxresident)k;0inputs+96outputs;(0major+21295minor)pagefaults;0swaps
nuXmv_constAddition_008.st;1.19;0.06;0:00.75;166%;(0avgtext+0avgdata 81808maxresident)k;0inputs+96outputs;(0major+20809minor)pagefaults;0swaps
nuXmv_constAddition_009.st;1.70;0.09;0:01.28;140%;(0avgtext+0avgdata 90676maxresident)k;0inputs+96outputs;(0major+20928minor)pagefaults;0swaps
nuXmv_constAddition_010.st;1.63;0.06;0:01.16;145%;(0avgtext+0avgdata 86904maxresident)k;0inputs+128outputs;(0major+21147minor)pagefaults;0swaps
nuXmv_constAddition_011.st;2.80;0.07;0:02.34;123%;(0avgtext+0avgdata 87700maxresident)k;0inputs+96outputs;(0major+23320minor)pagefaults;0swaps
nuXmv_constAddition_012.st;1.71;0.02;0:01.21;143%;(0avgtext+0avgdata 86400maxresident)k;0inputs+96outputs;(0major+21540minor)pagefaults;0swaps
nuXmv_constAddition_013.st;2.33;0.07;0:01.87;128%;(0avgtext+0avgdata 87860maxresident)k;0inputs+96outputs;(0major+22825minor)pagefaults;0swaps
nuXmv_constAddition_014.st;2.26;0.07;0:01.77;131%;(0avgtext+0avgdata 87704maxresident)k;0inputs+96outputs;(0major+26523minor)pagefaults;0swaps
nuXmv_constAddition_015.st;2.31;0.08;0:01.87;128%;(0avgtext+0avgdata 87792maxresident)k;0inputs+104outputs;(0major+26324minor)pagefaults;0swaps
nuXmv_constAddition_016.st;4.63;0.07;0:04.14;113%;(0avgtext+0avgdata 90588maxresident)k;0inputs+104outputs;(0major+28533minor)pagefaults;0swaps
nuXmv_constAddition_017.st;2.03;0.04;0:01.51;136%;(0avgtext+0avgdata 89512maxresident)k;0inputs+104outputs;(0major+25243minor)pagefaults;0swaps
nuXmv_constAddition_018.st;3.04;0.08;0:02.57;121%;(0avgtext+0avgdata 87708maxresident)k;0inputs+104outputs;(0major+25410minor)pagefaults;0swaps
nuXmv_constAddition_019.st;2.17;0.06;0:01.68;132%;(0avgtext+0avgdata 90972maxresident)k;0inputs+96outputs;(0major+25973minor)pagefaults;0swaps
nuXmv_constAddition_020.st;6.01;0.06;0:05.52;109%;(0avgtext+0avgdata 91848maxresident)k;0inputs+136outputs;(0major+28971minor)pagefaults;0swaps
nuXmv_constAddition_021.st;7.27;0.08;0:06.78;108%;(0avgtext+0avgdata 86708maxresident)k;0inputs+104outputs;(0major+29362minor)pagefaults;0swaps
nuXmv_constAddition_022.st;6.13;0.10;0:05.66;110%;(0avgtext+0avgdata 92328maxresident)k;0inputs+104outputs;(0major+30510minor)pagefaults;0swaps
nuXmv_constAddition_023.st;3.98;0.05;0:03.45;117%;(0avgtext+0avgdata 90052maxresident)k;0inputs+104outputs;(0major+29774minor)pagefaults;0swaps
nuXmv_constAddition_024.st;12.71;0.08;0:12.21;104%;(0avgtext+0avgdata 96852maxresident)k;0inputs+104outputs;(0major+32691minor)pagefaults;0swaps
nuXmv_constAddition_025.st;6.54;0.07;0:06.01;110%;(0avgtext+0avgdata 112504maxresident)k;0inputs+136outputs;(0major+31670minor)pagefaults;0swaps
nuXmv_constAddition_026.st;3.66;0.09;0:03.17;118%;(0avgtext+0avgdata 92720maxresident)k;0inputs+104outputs;(0major+28880minor)pagefaults;0swaps
nuXmv_constAddition_027.st;12.39;0.10;0:11.89;105%;(0avgtext+0avgdata 115796maxresident)k;0inputs+104outputs;(0major+37589minor)pagefaults;0swaps
nuXmv_constAddition_028.st;3.38;0.09;0:02.88;120%;(0avgtext+0avgdata 87608maxresident)k;0inputs+104outputs;(0major+28903minor)pagefaults;0swaps
nuXmv_constAddition_029.st;4.56;0.08;0:04.03;115%;(0avgtext+0avgdata 89252maxresident)k;0inputs+96outputs;(0major+30456minor)pagefaults;0swaps
