identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
nuXmv_varDivision_new_001.st;1.08;0.09;0:00.81;145%;(0avgtext+0avgdata 84736maxresident)k;0inputs+96outputs;(0major+22202minor)pagefaults;0swaps
nuXmv_varDivision_new_002.st;1.26;0.13;0:00.88;158%;(0avgtext+0avgdata 87404maxresident)k;0inputs+96outputs;(0major+26551minor)pagefaults;0swaps
nuXmv_varDivision_new_003.st;1.53;0.07;0:01.10;146%;(0avgtext+0avgdata 97780maxresident)k;0inputs+96outputs;(0major+38149minor)pagefaults;0swaps
nuXmv_varDivision_new_004.st;1.69;0.10;0:01.29;139%;(0avgtext+0avgdata 109528maxresident)k;0inputs+96outputs;(0major+41259minor)pagefaults;0swaps
nuXmv_varDivision_new_005.st;1.93;0.10;0:01.54;131%;(0avgtext+0avgdata 138436maxresident)k;0inputs+96outputs;(0major+63758minor)pagefaults;0swaps
nuXmv_varDivision_new_006.st;2.16;0.10;0:01.76;129%;(0avgtext+0avgdata 146184maxresident)k;0inputs+96outputs;(0major+50713minor)pagefaults;0swaps
nuXmv_varDivision_new_007.st;2.46;0.09;0:02.03;126%;(0avgtext+0avgdata 157872maxresident)k;0inputs+96outputs;(0major+56667minor)pagefaults;0swaps
nuXmv_varDivision_new_008.st;2.72;0.08;0:02.24;125%;(0avgtext+0avgdata 172348maxresident)k;0inputs+96outputs;(0major+63158minor)pagefaults;0swaps
nuXmv_varDivision_new_009.st;2.97;0.17;0:02.59;121%;(0avgtext+0avgdata 220780maxresident)k;0inputs+96outputs;(0major+108079minor)pagefaults;0swaps
nuXmv_varDivision_new_010.st;3.22;0.16;0:02.84;119%;(0avgtext+0avgdata 238996maxresident)k;0inputs+136outputs;(0major+114140minor)pagefaults;0swaps
nuXmv_varDivision_new_011.st;3.52;0.10;0:03.07;118%;(0avgtext+0avgdata 226364maxresident)k;0inputs+104outputs;(0major+84861minor)pagefaults;0swaps
nuXmv_varDivision_new_012.st;3.76;0.15;0:03.34;117%;(0avgtext+0avgdata 243416maxresident)k;0inputs+104outputs;(0major+91461minor)pagefaults;0swaps
nuXmv_varDivision_new_013.st;4.00;0.16;0:03.57;116%;(0avgtext+0avgdata 255944maxresident)k;0inputs+104outputs;(0major+108628minor)pagefaults;0swaps
nuXmv_varDivision_new_014.st;4.51;0.13;0:04.05;114%;(0avgtext+0avgdata 273740maxresident)k;0inputs+104outputs;(0major+99530minor)pagefaults;0swaps
nuXmv_varDivision_new_015.st;4.74;0.13;0:04.29;113%;(0avgtext+0avgdata 281892maxresident)k;0inputs+136outputs;(0major+97006minor)pagefaults;0swaps
nuXmv_varDivision_new_016.st;4.98;0.16;0:04.56;112%;(0avgtext+0avgdata 302100maxresident)k;0inputs+200outputs;(0major+100913minor)pagefaults;0swaps
nuXmv_varDivision_new_017.st;5.37;0.21;0:05.01;111%;(0avgtext+0avgdata 374624maxresident)k;0inputs+104outputs;(0major+162197minor)pagefaults;0swaps
nuXmv_varDivision_new_018.st;5.74;0.22;0:05.36;111%;(0avgtext+0avgdata 393508maxresident)k;0inputs+104outputs;(0major+170559minor)pagefaults;0swaps
nuXmv_varDivision_new_019.st;6.14;0.20;0:05.72;110%;(0avgtext+0avgdata 410248maxresident)k;0inputs+96outputs;(0major+179946minor)pagefaults;0swaps
nuXmv_varDivision_new_020.st;6.33;0.24;0:05.96;110%;(0avgtext+0avgdata 436396maxresident)k;0inputs+104outputs;(0major+194899minor)pagefaults;0swaps
nuXmv_varDivision_new_021.st;6.73;0.30;0:06.40;109%;(0avgtext+0avgdata 457368maxresident)k;0inputs+104outputs;(0major+202675minor)pagefaults;0swaps
nuXmv_varDivision_new_022.st;7.00;0.19;0:06.54;110%;(0avgtext+0avgdata 411164maxresident)k;0inputs+144outputs;(0major+145136minor)pagefaults;0swaps
nuXmv_varDivision_new_023.st;7.64;0.18;0:07.18;108%;(0avgtext+0avgdata 426316maxresident)k;0inputs+104outputs;(0major+146972minor)pagefaults;0swaps
nuXmv_varDivision_new_024.st;7.88;0.23;0:07.41;109%;(0avgtext+0avgdata 441036maxresident)k;0inputs+112outputs;(0major+145147minor)pagefaults;0swaps
nuXmv_varDivision_new_025.st;8.14;0.19;0:07.60;109%;(0avgtext+0avgdata 454140maxresident)k;0inputs+112outputs;(0major+158109minor)pagefaults;0swaps
nuXmv_varDivision_new_026.st;8.53;0.20;0:08.07;108%;(0avgtext+0avgdata 482224maxresident)k;0inputs+136outputs;(0major+156380minor)pagefaults;0swaps
nuXmv_varDivision_new_027.st;8.71;0.33;0:08.29;109%;(0avgtext+0avgdata 494020maxresident)k;0inputs+112outputs;(0major+175361minor)pagefaults;0swaps
nuXmv_varDivision_new_028.st;9.44;0.27;0:08.96;108%;(0avgtext+0avgdata 506744maxresident)k;0inputs+144outputs;(0major+176651minor)pagefaults;0swaps
nuXmv_varDivision_new_029.st;9.88;0.22;0:09.34;108%;(0avgtext+0avgdata 513952maxresident)k;0inputs+184outputs;(0major+168896minor)pagefaults;0swaps
nuXmv_varDivision_new_030.st;10.24;0.23;0:09.71;107%;(0avgtext+0avgdata 529612maxresident)k;0inputs+112outputs;(0major+166960minor)pagefaults;0swaps
nuXmv_varDivision_new_031.st;10.80;0.22;0:10.24;107%;(0avgtext+0avgdata 541980maxresident)k;0inputs+112outputs;(0major+160312minor)pagefaults;0swaps
nuXmv_varDivision_new_032.st;11.21;0.23;0:10.64;107%;(0avgtext+0avgdata 554700maxresident)k;0inputs+144outputs;(0major+187949minor)pagefaults;0swaps
nuXmv_varDivision_new_033.st;11.45;0.30;0:10.92;107%;(0avgtext+0avgdata 569540maxresident)k;0inputs+112outputs;(0major+187837minor)pagefaults;0swaps
nuXmv_varDivision_new_034.st;12.07;0.39;0:11.66;106%;(0avgtext+0avgdata 723408maxresident)k;0inputs+120outputs;(0major+326417minor)pagefaults;0swaps
nuXmv_varDivision_new_035.st;12.27;0.40;0:11.86;106%;(0avgtext+0avgdata 743052maxresident)k;0inputs+152outputs;(0major+323113minor)pagefaults;0swaps
nuXmv_varDivision_new_036.st;12.96;0.39;0:12.47;107%;(0avgtext+0avgdata 760636maxresident)k;0inputs+144outputs;(0major+342700minor)pagefaults;0swaps
nuXmv_varDivision_new_037.st;12.96;0.39;0:12.55;106%;(0avgtext+0avgdata 775708maxresident)k;0inputs+120outputs;(0major+336043minor)pagefaults;0swaps
nuXmv_varDivision_new_038.st;13.88;0.40;0:13.41;106%;(0avgtext+0avgdata 791660maxresident)k;0inputs+168outputs;(0major+362311minor)pagefaults;0swaps
nuXmv_varDivision_new_039.st;14.28;0.43;0:13.83;106%;(0avgtext+0avgdata 812384maxresident)k;0inputs+120outputs;(0major+373809minor)pagefaults;0swaps
nuXmv_varDivision_new_040.st;14.60;0.41;0:14.22;105%;(0avgtext+0avgdata 836220maxresident)k;0inputs+160outputs;(0major+375303minor)pagefaults;0swaps
nuXmv_varDivision_new_041.st;14.82;0.42;0:14.41;105%;(0avgtext+0avgdata 853012maxresident)k;0inputs+128outputs;(0major+387712minor)pagefaults;0swaps
nuXmv_varDivision_new_042.st;15.94;0.36;0:15.46;105%;(0avgtext+0avgdata 865204maxresident)k;0inputs+160outputs;(0major+384676minor)pagefaults;0swaps
nuXmv_varDivision_new_043.st;15.48;0.32;0:14.92;105%;(0avgtext+0avgdata 803384maxresident)k;0inputs+120outputs;(0major+265971minor)pagefaults;0swaps
nuXmv_varDivision_new_044.st;16.80;0.36;0:16.28;105%;(0avgtext+0avgdata 818740maxresident)k;0inputs+160outputs;(0major+281805minor)pagefaults;0swaps
nuXmv_varDivision_new_045.st;16.82;0.33;0:16.25;105%;(0avgtext+0avgdata 820244maxresident)k;0inputs+224outputs;(0major+289252minor)pagefaults;0swaps
