identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
nuXmv_constAddition_001.st;0.94;0.04;0:00.51;194%;(0avgtext+0avgdata 87660maxresident)k;0inputs+96outputs;(0major+17447minor)pagefaults;0swaps
nuXmv_constAddition_002.st;0.96;0.06;0:00.52;196%;(0avgtext+0avgdata 86212maxresident)k;0inputs+96outputs;(0major+17963minor)pagefaults;0swaps
nuXmv_constAddition_003.st;1.00;0.04;0:00.54;191%;(0avgtext+0avgdata 88628maxresident)k;0inputs+96outputs;(0major+17969minor)pagefaults;0swaps
nuXmv_constAddition_004.st;1.01;0.07;0:00.58;186%;(0avgtext+0avgdata 91524maxresident)k;0inputs+96outputs;(0major+19117minor)pagefaults;0swaps
nuXmv_constAddition_005.st;1.11;0.04;0:00.64;179%;(0avgtext+0avgdata 89056maxresident)k;0inputs+96outputs;(0major+19081minor)pagefaults;0swaps
nuXmv_constAddition_006.st;1.15;0.08;0:00.71;171%;(0avgtext+0avgdata 88420maxresident)k;0inputs+96outputs;(0major+19786minor)pagefaults;0swaps
nuXmv_constAddition_007.st;1.26;0.06;0:00.79;166%;(0avgtext+0avgdata 89320maxresident)k;0inputs+96outputs;(0major+21220minor)pagefaults;0swaps
nuXmv_constAddition_008.st;1.35;0.06;0:00.87;161%;(0avgtext+0avgdata 86684maxresident)k;0inputs+96outputs;(0major+22259minor)pagefaults;0swaps
nuXmv_constAddition_009.st;1.57;0.08;0:01.11;148%;(0avgtext+0avgdata 89296maxresident)k;0inputs+160outputs;(0major+21209minor)pagefaults;0swaps
nuXmv_constAddition_010.st;1.51;0.07;0:01.02;154%;(0avgtext+0avgdata 87752maxresident)k;0inputs+96outputs;(0major+20913minor)pagefaults;0swaps
nuXmv_constAddition_011.st;1.89;0.04;0:01.40;138%;(0avgtext+0avgdata 89548maxresident)k;0inputs+96outputs;(0major+23188minor)pagefaults;0swaps
nuXmv_constAddition_012.st;1.51;0.08;0:01.05;151%;(0avgtext+0avgdata 82492maxresident)k;0inputs+96outputs;(0major+22263minor)pagefaults;0swaps
nuXmv_constAddition_013.st;1.57;0.07;0:01.09;150%;(0avgtext+0avgdata 89528maxresident)k;0inputs+96outputs;(0major+25683minor)pagefaults;0swaps
nuXmv_constAddition_014.st;2.75;0.04;0:02.28;122%;(0avgtext+0avgdata 79120maxresident)k;0inputs+96outputs;(0major+25786minor)pagefaults;0swaps
nuXmv_constAddition_015.st;2.21;0.11;0:01.77;131%;(0avgtext+0avgdata 87860maxresident)k;0inputs+104outputs;(0major+26201minor)pagefaults;0swaps
nuXmv_constAddition_016.st;3.08;0.05;0:02.58;121%;(0avgtext+0avgdata 87960maxresident)k;0inputs+104outputs;(0major+25275minor)pagefaults;0swaps
nuXmv_constAddition_017.st;3.55;0.09;0:03.10;117%;(0avgtext+0avgdata 87220maxresident)k;0inputs+104outputs;(0major+25635minor)pagefaults;0swaps
nuXmv_constAddition_018.st;2.86;0.08;0:02.40;122%;(0avgtext+0avgdata 89408maxresident)k;0inputs+104outputs;(0major+27157minor)pagefaults;0swaps
nuXmv_constAddition_019.st;3.65;0.11;0:03.18;118%;(0avgtext+0avgdata 87404maxresident)k;0inputs+104outputs;(0major+27440minor)pagefaults;0swaps
nuXmv_constAddition_020.st;4.20;0.07;0:03.71;115%;(0avgtext+0avgdata 89268maxresident)k;0inputs+104outputs;(0major+26645minor)pagefaults;0swaps
nuXmv_constAddition_021.st;4.98;0.07;0:04.46;113%;(0avgtext+0avgdata 89408maxresident)k;0inputs+104outputs;(0major+28786minor)pagefaults;0swaps
nuXmv_constAddition_022.st;3.91;0.08;0:03.41;117%;(0avgtext+0avgdata 92552maxresident)k;0inputs+104outputs;(0major+28390minor)pagefaults;0swaps
nuXmv_constAddition_023.st;4.70;0.06;0:04.18;114%;(0avgtext+0avgdata 88132maxresident)k;0inputs+200outputs;(0major+29649minor)pagefaults;0swaps
nuXmv_constAddition_024.st;4.23;0.07;0:03.73;115%;(0avgtext+0avgdata 94704maxresident)k;0inputs+104outputs;(0major+28937minor)pagefaults;0swaps
nuXmv_constAddition_025.st;5.74;0.10;0:05.23;111%;(0avgtext+0avgdata 89548maxresident)k;0inputs+104outputs;(0major+32041minor)pagefaults;0swaps
nuXmv_constAddition_026.st;3.74;0.07;0:03.26;117%;(0avgtext+0avgdata 98860maxresident)k;0inputs+104outputs;(0major+32484minor)pagefaults;0swaps
nuXmv_constAddition_027.st;2.97;0.04;0:02.41;124%;(0avgtext+0avgdata 106300maxresident)k;0inputs+104outputs;(0major+33952minor)pagefaults;0swaps
nuXmv_constAddition_028.st;7.35;0.11;0:06.85;108%;(0avgtext+0avgdata 109824maxresident)k;0inputs+104outputs;(0major+38186minor)pagefaults;0swaps
nuXmv_constAddition_029.st;8.80;0.12;0:08.30;107%;(0avgtext+0avgdata 119912maxresident)k;0inputs+96outputs;(0major+33038minor)pagefaults;0swaps
nuXmv_constAddition_030.st;8.65;0.08;0:08.11;107%;(0avgtext+0avgdata 115520maxresident)k;0inputs+104outputs;(0major+34619minor)pagefaults;0swaps
nuXmv_constAddition_031.st;7.92;0.11;0:07.43;108%;(0avgtext+0avgdata 118952maxresident)k;0inputs+96outputs;(0major+39214minor)pagefaults;0swaps
nuXmv_constAddition_032.st;10.29;0.10;0:09.79;106%;(0avgtext+0avgdata 117440maxresident)k;0inputs+104outputs;(0major+37074minor)pagefaults;0swaps
nuXmv_constAddition_033.st;5.18;0.07;0:04.55;115%;(0avgtext+0avgdata 125220maxresident)k;0inputs+104outputs;(0major+36898minor)pagefaults;0swaps
nuXmv_constAddition_034.st;12.53;0.09;0:11.97;105%;(0avgtext+0avgdata 137928maxresident)k;0inputs+112outputs;(0major+37024minor)pagefaults;0swaps
nuXmv_constAddition_035.st;6.70;0.07;0:06.14;110%;(0avgtext+0avgdata 120784maxresident)k;0inputs+112outputs;(0major+35850minor)pagefaults;0swaps
nuXmv_constAddition_036.st;11.48;0.09;0:10.93;105%;(0avgtext+0avgdata 139308maxresident)k;0inputs+112outputs;(0major+36070minor)pagefaults;0swaps
nuXmv_constAddition_037.st;7.08;0.08;0:06.53;109%;(0avgtext+0avgdata 129624maxresident)k;0inputs+112outputs;(0major+35820minor)pagefaults;0swaps
nuXmv_constAddition_038.st;10.91;0.09;0:10.37;106%;(0avgtext+0avgdata 142496maxresident)k;0inputs+112outputs;(0major+38710minor)pagefaults;0swaps
nuXmv_constAddition_039.st;4.67;0.12;0:04.15;115%;(0avgtext+0avgdata 134528maxresident)k;0inputs+112outputs;(0major+40552minor)pagefaults;0swaps
nuXmv_constAddition_040.st;15.27;0.11;0:14.71;104%;(0avgtext+0avgdata 168456maxresident)k;0inputs+112outputs;(0major+37528minor)pagefaults;0swaps
