identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
smteta_varyLength_001.st;0.99;0.09;0:00.94;116%;(0avgtext+0avgdata 80404maxresident)k;13888inputs+72outputs;(0major+12124minor)pagefaults;0swaps
smteta_varyLength_002.st;0.81;0.04;0:00.44;190%;(0avgtext+0avgdata 82604maxresident)k;16inputs+72outputs;(0major+12244minor)pagefaults;0swaps
smteta_varyLength_003.st;0.78;0.02;0:00.43;186%;(0avgtext+0avgdata 80628maxresident)k;16inputs+72outputs;(0major+11168minor)pagefaults;0swaps
smteta_varyLength_004.st;0.83;0.03;0:00.44;193%;(0avgtext+0avgdata 82772maxresident)k;16inputs+72outputs;(0major+12292minor)pagefaults;0swaps
smteta_varyLength_005.st;0.79;0.06;0:00.43;197%;(0avgtext+0avgdata 78948maxresident)k;16inputs+72outputs;(0major+11398minor)pagefaults;0swaps
smteta_varyLength_006.st;0.80;0.05;0:00.44;193%;(0avgtext+0avgdata 85848maxresident)k;16inputs+72outputs;(0major+11726minor)pagefaults;0swaps
smteta_varyLength_007.st;0.81;0.04;0:00.46;185%;(0avgtext+0avgdata 80676maxresident)k;16inputs+72outputs;(0major+11650minor)pagefaults;0swaps
smteta_varyLength_008.st;0.84;0.03;0:00.45;190%;(0avgtext+0avgdata 83236maxresident)k;16inputs+72outputs;(0major+11932minor)pagefaults;0swaps
smteta_varyLength_009.st;0.79;0.03;0:00.46;180%;(0avgtext+0avgdata 82688maxresident)k;16inputs+72outputs;(0major+11765minor)pagefaults;0swaps
smteta_varyLength_010.st;0.90;0.02;0:00.47;197%;(0avgtext+0avgdata 83264maxresident)k;16inputs+72outputs;(0major+12858minor)pagefaults;0swaps
smteta_varyLength_011.st;0.82;0.04;0:00.45;189%;(0avgtext+0avgdata 79728maxresident)k;16inputs+104outputs;(0major+12050minor)pagefaults;0swaps
smteta_varyLength_012.st;0.91;0.06;0:00.50;194%;(0avgtext+0avgdata 83224maxresident)k;16inputs+72outputs;(0major+12667minor)pagefaults;0swaps
smteta_varyLength_013.st;0.83;0.04;0:00.44;195%;(0avgtext+0avgdata 84040maxresident)k;16inputs+72outputs;(0major+12098minor)pagefaults;0swaps
smteta_varyLength_014.st;0.89;0.03;0:00.46;201%;(0avgtext+0avgdata 83084maxresident)k;16inputs+80outputs;(0major+11541minor)pagefaults;0swaps
smteta_varyLength_015.st;0.89;0.04;0:00.45;205%;(0avgtext+0avgdata 82664maxresident)k;16inputs+80outputs;(0major+12005minor)pagefaults;0swaps
