identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
nuXmv_constAddition_001.st;0.93;0.06;0:00.66;151%;(0avgtext+0avgdata 86948maxresident)k;0inputs+96outputs;(0major+18104minor)pagefaults;0swaps
nuXmv_constAddition_002.st;0.99;0.07;0:00.56;189%;(0avgtext+0avgdata 84692maxresident)k;0inputs+96outputs;(0major+18485minor)pagefaults;0swaps
nuXmv_constAddition_003.st;1.01;0.04;0:00.55;191%;(0avgtext+0avgdata 90132maxresident)k;0inputs+96outputs;(0major+18868minor)pagefaults;0swaps
nuXmv_constAddition_004.st;1.06;0.04;0:00.59;184%;(0avgtext+0avgdata 89292maxresident)k;0inputs+96outputs;(0major+19083minor)pagefaults;0swaps
nuXmv_constAddition_005.st;1.11;0.07;0:00.67;177%;(0avgtext+0avgdata 91240maxresident)k;0inputs+96outputs;(0major+19667minor)pagefaults;0swaps
nuXmv_constAddition_006.st;1.13;0.04;0:00.67;173%;(0avgtext+0avgdata 89592maxresident)k;0inputs+96outputs;(0major+19880minor)pagefaults;0swaps
nuXmv_constAddition_007.st;1.22;0.09;0:00.80;163%;(0avgtext+0avgdata 87456maxresident)k;0inputs+96outputs;(0major+20326minor)pagefaults;0swaps
nuXmv_constAddition_008.st;1.40;0.05;0:00.93;155%;(0avgtext+0avgdata 85636maxresident)k;0inputs+96outputs;(0major+20821minor)pagefaults;0swaps
nuXmv_constAddition_009.st;1.41;0.05;0:00.93;156%;(0avgtext+0avgdata 85572maxresident)k;0inputs+160outputs;(0major+20138minor)pagefaults;0swaps
nuXmv_constAddition_010.st;1.64;0.09;0:01.23;140%;(0avgtext+0avgdata 88744maxresident)k;0inputs+96outputs;(0major+21702minor)pagefaults;0swaps
nuXmv_constAddition_011.st;1.70;0.12;0:01.30;140%;(0avgtext+0avgdata 87796maxresident)k;0inputs+96outputs;(0major+22192minor)pagefaults;0swaps
nuXmv_constAddition_012.st;1.58;0.09;0:01.13;146%;(0avgtext+0avgdata 87268maxresident)k;0inputs+96outputs;(0major+22250minor)pagefaults;0swaps
nuXmv_constAddition_013.st;2.04;0.06;0:01.58;133%;(0avgtext+0avgdata 86904maxresident)k;0inputs+96outputs;(0major+25436minor)pagefaults;0swaps
nuXmv_constAddition_014.st;2.23;0.04;0:01.73;131%;(0avgtext+0avgdata 87268maxresident)k;0inputs+96outputs;(0major+26283minor)pagefaults;0swaps
nuXmv_constAddition_015.st;2.76;0.07;0:02.28;124%;(0avgtext+0avgdata 89196maxresident)k;0inputs+104outputs;(0major+27986minor)pagefaults;0swaps
nuXmv_constAddition_016.st;1.75;0.08;0:01.30;140%;(0avgtext+0avgdata 87600maxresident)k;0inputs+104outputs;(0major+23813minor)pagefaults;0swaps
nuXmv_constAddition_017.st;3.15;0.07;0:02.66;121%;(0avgtext+0avgdata 88556maxresident)k;0inputs+104outputs;(0major+25849minor)pagefaults;0swaps
nuXmv_constAddition_018.st;3.32;0.09;0:02.87;119%;(0avgtext+0avgdata 88340maxresident)k;0inputs+104outputs;(0major+25779minor)pagefaults;0swaps
nuXmv_constAddition_019.st;2.67;0.06;0:02.18;125%;(0avgtext+0avgdata 91576maxresident)k;0inputs+104outputs;(0major+26138minor)pagefaults;0swaps
nuXmv_constAddition_020.st;4.47;0.11;0:04.01;114%;(0avgtext+0avgdata 87884maxresident)k;0inputs+104outputs;(0major+27436minor)pagefaults;0swaps
nuXmv_constAddition_021.st;4.77;0.10;0:04.30;113%;(0avgtext+0avgdata 91708maxresident)k;0inputs+104outputs;(0major+28540minor)pagefaults;0swaps
nuXmv_constAddition_022.st;2.46;0.06;0:01.94;129%;(0avgtext+0avgdata 90980maxresident)k;0inputs+104outputs;(0major+29044minor)pagefaults;0swaps
nuXmv_constAddition_023.st;3.18;0.06;0:02.65;122%;(0avgtext+0avgdata 91332maxresident)k;0inputs+104outputs;(0major+27888minor)pagefaults;0swaps
nuXmv_constAddition_024.st;4.83;0.09;0:04.35;113%;(0avgtext+0avgdata 95504maxresident)k;0inputs+104outputs;(0major+30421minor)pagefaults;0swaps
nuXmv_constAddition_025.st;4.63;0.07;0:04.11;114%;(0avgtext+0avgdata 89748maxresident)k;0inputs+104outputs;(0major+31188minor)pagefaults;0swaps
