identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
nuXmv_constDivisionBy3_100.st;1.66;0.09;0:00.80;217%;(0avgtext+0avgdata 115276maxresident)k;0inputs+120outputs;(0major+21169minor)pagefaults;0swaps
nuXmv_constDivisionBy3_10.st;1.01;0.06;0:00.54;198%;(0avgtext+0avgdata 84304maxresident)k;0inputs+80outputs;(0major+14062minor)pagefaults;0swaps
nuXmv_constDivisionBy3_11.st;0.99;0.07;0:00.51;207%;(0avgtext+0avgdata 87624maxresident)k;0inputs+88outputs;(0major+13541minor)pagefaults;0swaps
nuXmv_constDivisionBy3_12.st;0.97;0.09;0:00.55;192%;(0avgtext+0avgdata 87480maxresident)k;0inputs+88outputs;(0major+13033minor)pagefaults;0swaps
nuXmv_constDivisionBy3_13.st;0.96;0.07;0:00.52;198%;(0avgtext+0avgdata 86668maxresident)k;0inputs+88outputs;(0major+12785minor)pagefaults;0swaps
nuXmv_constDivisionBy3_14.st;1.08;0.01;0:00.55;199%;(0avgtext+0avgdata 85712maxresident)k;0inputs+88outputs;(0major+13705minor)pagefaults;0swaps
nuXmv_constDivisionBy3_15.st;1.02;0.03;0:00.51;206%;(0avgtext+0avgdata 85984maxresident)k;0inputs+88outputs;(0major+13108minor)pagefaults;0swaps
nuXmv_constDivisionBy3_16.st;0.99;0.05;0:00.52;200%;(0avgtext+0avgdata 84740maxresident)k;0inputs+88outputs;(0major+13598minor)pagefaults;0swaps
nuXmv_constDivisionBy3_17.st;1.02;0.09;0:00.55;201%;(0avgtext+0avgdata 85716maxresident)k;0inputs+88outputs;(0major+13983minor)pagefaults;0swaps
nuXmv_constDivisionBy3_18.st;1.00;0.05;0:00.53;199%;(0avgtext+0avgdata 88848maxresident)k;0inputs+88outputs;(0major+13058minor)pagefaults;0swaps
nuXmv_constDivisionBy3_19.st;1.04;0.04;0:00.51;210%;(0avgtext+0avgdata 86516maxresident)k;0inputs+88outputs;(0major+13498minor)pagefaults;0swaps
nuXmv_constDivisionBy3_1.st;0.95;0.03;0:00.48;203%;(0avgtext+0avgdata 88540maxresident)k;0inputs+80outputs;(0major+12789minor)pagefaults;0swaps
nuXmv_constDivisionBy3_20.st;0.99;0.08;0:00.52;203%;(0avgtext+0avgdata 89600maxresident)k;0inputs+88outputs;(0major+13851minor)pagefaults;0swaps
nuXmv_constDivisionBy3_21.st;1.08;0.07;0:00.57;199%;(0avgtext+0avgdata 90948maxresident)k;0inputs+88outputs;(0major+13341minor)pagefaults;0swaps
nuXmv_constDivisionBy3_22.st;1.06;0.07;0:00.56;201%;(0avgtext+0avgdata 86736maxresident)k;0inputs+88outputs;(0major+13721minor)pagefaults;0swaps
nuXmv_constDivisionBy3_23.st;1.09;0.03;0:00.52;213%;(0avgtext+0avgdata 90412maxresident)k;0inputs+88outputs;(0major+13682minor)pagefaults;0swaps
nuXmv_constDivisionBy3_24.st;1.07;0.04;0:00.53;210%;(0avgtext+0avgdata 89860maxresident)k;0inputs+88outputs;(0major+13821minor)pagefaults;0swaps
nuXmv_constDivisionBy3_25.st;1.04;0.05;0:00.53;207%;(0avgtext+0avgdata 89496maxresident)k;0inputs+88outputs;(0major+13916minor)pagefaults;0swaps
nuXmv_constDivisionBy3_26.st;1.09;0.06;0:00.55;209%;(0avgtext+0avgdata 87704maxresident)k;0inputs+88outputs;(0major+12915minor)pagefaults;0swaps
nuXmv_constDivisionBy3_27.st;1.10;0.05;0:00.54;213%;(0avgtext+0avgdata 90044maxresident)k;0inputs+88outputs;(0major+14175minor)pagefaults;0swaps
nuXmv_constDivisionBy3_28.st;1.12;0.05;0:00.54;214%;(0avgtext+0avgdata 90048maxresident)k;0inputs+88outputs;(0major+14393minor)pagefaults;0swaps
nuXmv_constDivisionBy3_29.st;1.04;0.06;0:00.53;209%;(0avgtext+0avgdata 87820maxresident)k;0inputs+88outputs;(0major+14117minor)pagefaults;0swaps
nuXmv_constDivisionBy3_2.st;0.93;0.04;0:00.49;198%;(0avgtext+0avgdata 88688maxresident)k;0inputs+80outputs;(0major+13087minor)pagefaults;0swaps
