identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
nuXmv_varMultiplication_100.st;1.55;0.08;0:00.76;214%;(0avgtext+0avgdata 114040maxresident)k;0inputs+120outputs;(0major+19982minor)pagefaults;0swaps
nuXmv_varMultiplication_10.st;1.01;0.05;0:00.54;193%;(0avgtext+0avgdata 87556maxresident)k;0inputs+80outputs;(0major+13495minor)pagefaults;0swaps
nuXmv_varMultiplication_11.st;1.00;0.07;0:00.53;200%;(0avgtext+0avgdata 86844maxresident)k;0inputs+88outputs;(0major+13349minor)pagefaults;0swaps
nuXmv_varMultiplication_12.st;1.00;0.06;0:00.54;197%;(0avgtext+0avgdata 86176maxresident)k;0inputs+88outputs;(0major+13142minor)pagefaults;0swaps
nuXmv_varMultiplication_13.st;0.96;0.07;0:00.50;206%;(0avgtext+0avgdata 86704maxresident)k;0inputs+88outputs;(0major+13328minor)pagefaults;0swaps
nuXmv_varMultiplication_14.st;1.00;0.05;0:00.51;207%;(0avgtext+0avgdata 87768maxresident)k;0inputs+88outputs;(0major+12832minor)pagefaults;0swaps
nuXmv_varMultiplication_15.st;0.99;0.04;0:00.52;198%;(0avgtext+0avgdata 86924maxresident)k;0inputs+88outputs;(0major+13351minor)pagefaults;0swaps
nuXmv_varMultiplication_16.st;0.98;0.09;0:00.55;192%;(0avgtext+0avgdata 87272maxresident)k;0inputs+88outputs;(0major+12698minor)pagefaults;0swaps
nuXmv_varMultiplication_17.st;1.03;0.07;0:00.54;202%;(0avgtext+0avgdata 87648maxresident)k;0inputs+88outputs;(0major+13557minor)pagefaults;0swaps
nuXmv_varMultiplication_18.st;1.00;0.07;0:00.51;209%;(0avgtext+0avgdata 87952maxresident)k;0inputs+88outputs;(0major+13935minor)pagefaults;0swaps
nuXmv_varMultiplication_19.st;1.00;0.08;0:00.52;207%;(0avgtext+0avgdata 87352maxresident)k;0inputs+88outputs;(0major+13968minor)pagefaults;0swaps
nuXmv_varMultiplication_1.st;0.90;0.07;0:00.49;199%;(0avgtext+0avgdata 86328maxresident)k;0inputs+80outputs;(0major+13724minor)pagefaults;0swaps
nuXmv_varMultiplication_20.st;1.04;0.04;0:00.51;211%;(0avgtext+0avgdata 89920maxresident)k;0inputs+88outputs;(0major+13854minor)pagefaults;0swaps
nuXmv_varMultiplication_21.st;1.04;0.04;0:00.51;212%;(0avgtext+0avgdata 87992maxresident)k;0inputs+88outputs;(0major+13314minor)pagefaults;0swaps
nuXmv_varMultiplication_22.st;1.02;0.06;0:00.52;207%;(0avgtext+0avgdata 84888maxresident)k;0inputs+88outputs;(0major+14026minor)pagefaults;0swaps
nuXmv_varMultiplication_23.st;1.05;0.04;0:00.51;213%;(0avgtext+0avgdata 86876maxresident)k;0inputs+88outputs;(0major+13057minor)pagefaults;0swaps
nuXmv_varMultiplication_24.st;1.03;0.07;0:00.52;212%;(0avgtext+0avgdata 88348maxresident)k;0inputs+88outputs;(0major+13126minor)pagefaults;0swaps
nuXmv_varMultiplication_25.st;1.06;0.05;0:00.52;214%;(0avgtext+0avgdata 88392maxresident)k;0inputs+88outputs;(0major+13699minor)pagefaults;0swaps
nuXmv_varMultiplication_26.st;1.04;0.05;0:00.53;204%;(0avgtext+0avgdata 88000maxresident)k;0inputs+88outputs;(0major+14058minor)pagefaults;0swaps
