identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
smteta_constAddition_001.st;0.85;0.08;0:00.58;161%;(0avgtext+0avgdata 83528maxresident)k;0inputs+168outputs;(0major+11757minor)pagefaults;0swaps
smteta_constAddition_002.st;0.86;0.05;0:00.46;198%;(0avgtext+0avgdata 83304maxresident)k;0inputs+72outputs;(0major+12275minor)pagefaults;0swaps
smteta_constAddition_003.st;0.83;0.03;0:00.47;184%;(0avgtext+0avgdata 80744maxresident)k;0inputs+72outputs;(0major+11912minor)pagefaults;0swaps
smteta_constAddition_004.st;0.81;0.03;0:00.44;190%;(0avgtext+0avgdata 79552maxresident)k;0inputs+72outputs;(0major+12132minor)pagefaults;0swaps
smteta_constAddition_005.st;0.79;0.05;0:00.43;194%;(0avgtext+0avgdata 82716maxresident)k;0inputs+72outputs;(0major+11793minor)pagefaults;0swaps
smteta_constAddition_006.st;0.81;0.06;0:00.44;197%;(0avgtext+0avgdata 85004maxresident)k;0inputs+72outputs;(0major+11852minor)pagefaults;0swaps
smteta_constAddition_007.st;0.86;0.04;0:00.45;202%;(0avgtext+0avgdata 85700maxresident)k;0inputs+72outputs;(0major+11955minor)pagefaults;0swaps
smteta_constAddition_008.st;0.82;0.05;0:00.45;191%;(0avgtext+0avgdata 81708maxresident)k;0inputs+72outputs;(0major+12039minor)pagefaults;0swaps
smteta_constAddition_009.st;0.84;0.05;0:00.46;196%;(0avgtext+0avgdata 84492maxresident)k;0inputs+72outputs;(0major+12466minor)pagefaults;0swaps
smteta_constAddition_010.st;0.89;0.03;0:00.46;197%;(0avgtext+0avgdata 80368maxresident)k;0inputs+136outputs;(0major+12163minor)pagefaults;0swaps
smteta_constAddition_011.st;0.89;0.04;0:00.46;200%;(0avgtext+0avgdata 82020maxresident)k;0inputs+168outputs;(0major+12521minor)pagefaults;0swaps
smteta_constAddition_012.st;0.85;0.05;0:00.45;197%;(0avgtext+0avgdata 83044maxresident)k;0inputs+80outputs;(0major+11899minor)pagefaults;0swaps
smteta_constAddition_013.st;0.86;0.04;0:00.46;195%;(0avgtext+0avgdata 83156maxresident)k;0inputs+80outputs;(0major+12372minor)pagefaults;0swaps
smteta_constAddition_014.st;0.89;0.02;0:00.48;191%;(0avgtext+0avgdata 83376maxresident)k;0inputs+80outputs;(0major+12036minor)pagefaults;0swaps
smteta_constAddition_015.st;0.92;0.05;0:00.50;193%;(0avgtext+0avgdata 85156maxresident)k;0inputs+80outputs;(0major+12401minor)pagefaults;0swaps
smteta_constAddition_016.st;0.92;0.04;0:00.46;210%;(0avgtext+0avgdata 83172maxresident)k;0inputs+80outputs;(0major+11999minor)pagefaults;0swaps
smteta_constAddition_017.st;0.84;0.06;0:00.46;196%;(0avgtext+0avgdata 82632maxresident)k;0inputs+80outputs;(0major+12528minor)pagefaults;0swaps
smteta_constAddition_018.st;0.90;0.05;0:00.47;201%;(0avgtext+0avgdata 84176maxresident)k;0inputs+80outputs;(0major+12422minor)pagefaults;0swaps
smteta_constAddition_019.st;0.85;0.06;0:00.46;197%;(0avgtext+0avgdata 83180maxresident)k;0inputs+80outputs;(0major+11456minor)pagefaults;0swaps
smteta_constAddition_020.st;0.91;0.03;0:00.47;201%;(0avgtext+0avgdata 81352maxresident)k;0inputs+80outputs;(0major+12435minor)pagefaults;0swaps
