identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
smteta_constMultiplication_001.st;0.78;0.07;0:00.47;180%;(0avgtext+0avgdata 81020maxresident)k;0inputs+72outputs;(0major+11786minor)pagefaults;0swaps
smteta_constMultiplication_002.st;0.84;0.03;0:00.43;198%;(0avgtext+0avgdata 83892maxresident)k;0inputs+72outputs;(0major+11956minor)pagefaults;0swaps
smteta_constMultiplication_003.st;0.80;0.04;0:00.43;196%;(0avgtext+0avgdata 83148maxresident)k;0inputs+72outputs;(0major+12430minor)pagefaults;0swaps
smteta_constMultiplication_004.st;0.81;0.02;0:00.44;188%;(0avgtext+0avgdata 81896maxresident)k;0inputs+72outputs;(0major+12079minor)pagefaults;0swaps
smteta_constMultiplication_005.st;0.81;0.05;0:00.44;193%;(0avgtext+0avgdata 83248maxresident)k;0inputs+72outputs;(0major+12391minor)pagefaults;0swaps
smteta_constMultiplication_006.st;0.79;0.05;0:00.44;187%;(0avgtext+0avgdata 84432maxresident)k;0inputs+72outputs;(0major+12089minor)pagefaults;0swaps
smteta_constMultiplication_007.st;0.87;0.03;0:00.48;187%;(0avgtext+0avgdata 84480maxresident)k;0inputs+72outputs;(0major+11704minor)pagefaults;0swaps
smteta_constMultiplication_008.st;0.86;0.06;0:00.46;196%;(0avgtext+0avgdata 84944maxresident)k;0inputs+72outputs;(0major+12800minor)pagefaults;0swaps
smteta_constMultiplication_009.st;0.90;0.04;0:00.47;198%;(0avgtext+0avgdata 84136maxresident)k;0inputs+72outputs;(0major+11640minor)pagefaults;0swaps
smteta_constMultiplication_010.st;0.85;0.05;0:00.47;192%;(0avgtext+0avgdata 81408maxresident)k;0inputs+72outputs;(0major+11388minor)pagefaults;0swaps
smteta_constMultiplication_011.st;0.84;0.05;0:00.46;194%;(0avgtext+0avgdata 82120maxresident)k;0inputs+80outputs;(0major+12260minor)pagefaults;0swaps
smteta_constMultiplication_012.st;0.84;0.05;0:00.47;188%;(0avgtext+0avgdata 83148maxresident)k;0inputs+80outputs;(0major+11295minor)pagefaults;0swaps
smteta_constMultiplication_013.st;0.83;0.06;0:00.46;193%;(0avgtext+0avgdata 82464maxresident)k;0inputs+144outputs;(0major+12193minor)pagefaults;0swaps
smteta_constMultiplication_014.st;0.85;0.05;0:00.46;198%;(0avgtext+0avgdata 84092maxresident)k;0inputs+80outputs;(0major+11545minor)pagefaults;0swaps
smteta_constMultiplication_015.st;0.91;0.04;0:00.49;192%;(0avgtext+0avgdata 83628maxresident)k;0inputs+80outputs;(0major+12416minor)pagefaults;0swaps
smteta_constMultiplication_016.st;0.85;0.07;0:00.45;203%;(0avgtext+0avgdata 83636maxresident)k;0inputs+80outputs;(0major+12469minor)pagefaults;0swaps
smteta_constMultiplication_017.st;0.85;0.06;0:00.47;194%;(0avgtext+0avgdata 84076maxresident)k;0inputs+80outputs;(0major+12113minor)pagefaults;0swaps
smteta_constMultiplication_018.st;0.86;0.07;0:00.47;198%;(0avgtext+0avgdata 80660maxresident)k;0inputs+80outputs;(0major+12268minor)pagefaults;0swaps
smteta_constMultiplication_019.st;0.90;0.04;0:00.47;201%;(0avgtext+0avgdata 84740maxresident)k;0inputs+80outputs;(0major+12245minor)pagefaults;0swaps
smteta_constMultiplication_020.st;0.90;0.02;0:00.46;198%;(0avgtext+0avgdata 80584maxresident)k;0inputs+80outputs;(0major+11805minor)pagefaults;0swaps
smteta_constMultiplication_021.st;0.96;0.04;0:00.47;208%;(0avgtext+0avgdata 86036maxresident)k;0inputs+80outputs;(0major+12528minor)pagefaults;0swaps
smteta_constMultiplication_022.st;0.93;0.07;0:00.50;199%;(0avgtext+0avgdata 81360maxresident)k;0inputs+80outputs;(0major+12203minor)pagefaults;0swaps
smteta_constMultiplication_023.st;0.97;0.03;0:00.47;213%;(0avgtext+0avgdata 85664maxresident)k;0inputs+80outputs;(0major+11752minor)pagefaults;0swaps
smteta_constMultiplication_024.st;0.99;0.03;0:00.47;218%;(0avgtext+0avgdata 83568maxresident)k;0inputs+80outputs;(0major+12453minor)pagefaults;0swaps
smteta_constMultiplication_025.st;0.89;0.05;0:00.47;202%;(0avgtext+0avgdata 83084maxresident)k;0inputs+88outputs;(0major+11918minor)pagefaults;0swaps
