identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
smteta_MinMax_0001.gtt;1.35;0.05;0:00.60;234%;(0avgtext+0avgdata 138056maxresident)k;0inputs+96outputs;(0major+26090minor)pagefaults;0swaps
smteta_MinMax_0002.gtt;1.25;0.05;0:00.57;230%;(0avgtext+0avgdata 114204maxresident)k;0inputs+96outputs;(0major+22882minor)pagefaults;0swaps
smteta_MinMax_0003.gtt;1.25;0.03;0:00.56;228%;(0avgtext+0avgdata 104908maxresident)k;0inputs+96outputs;(0major+21666minor)pagefaults;0swaps
smteta_MinMax_0004.gtt;1.21;0.06;0:00.56;226%;(0avgtext+0avgdata 117096maxresident)k;0inputs+96outputs;(0major+22299minor)pagefaults;0swaps
smteta_MinMax_0005.gtt;1.33;0.04;0:00.57;241%;(0avgtext+0avgdata 137864maxresident)k;0inputs+96outputs;(0major+26903minor)pagefaults;0swaps
smteta_MinMax_0010.gtt;1.21;0.07;0:00.56;227%;(0avgtext+0avgdata 117912maxresident)k;0inputs+96outputs;(0major+22150minor)pagefaults;0swaps
smteta_MinMax_0015.gtt;1.27;0.02;0:00.58;224%;(0avgtext+0avgdata 107588maxresident)k;0inputs+96outputs;(0major+23379minor)pagefaults;0swaps
smteta_MinMax_0020.gtt;1.35;0.06;0:00.59;237%;(0avgtext+0avgdata 132372maxresident)k;0inputs+96outputs;(0major+25420minor)pagefaults;0swaps
smteta_MinMax_0025.gtt;1.32;0.07;0:00.59;233%;(0avgtext+0avgdata 136336maxresident)k;0inputs+96outputs;(0major+26073minor)pagefaults;0swaps
smteta_MinMax_0050.gtt;1.24;0.04;0:00.56;228%;(0avgtext+0avgdata 121004maxresident)k;0inputs+96outputs;(0major+21512minor)pagefaults;0swaps
smteta_MinMax_0075.gtt;1.19;0.04;0:00.54;227%;(0avgtext+0avgdata 110764maxresident)k;0inputs+96outputs;(0major+22207minor)pagefaults;0swaps
smteta_MinMax_0100.gtt;1.25;0.03;0:00.56;228%;(0avgtext+0avgdata 116924maxresident)k;0inputs+96outputs;(0major+21219minor)pagefaults;0swaps
smteta_MinMax_0200.gtt;1.25;0.04;0:00.57;226%;(0avgtext+0avgdata 124460maxresident)k;0inputs+96outputs;(0major+22420minor)pagefaults;0swaps
smteta_MinMax_0300.gtt;1.25;0.06;0:00.56;231%;(0avgtext+0avgdata 120428maxresident)k;0inputs+96outputs;(0major+21788minor)pagefaults;0swaps
smteta_MinMax_0400.gtt;1.24;0.04;0:00.56;228%;(0avgtext+0avgdata 126524maxresident)k;0inputs+96outputs;(0major+23335minor)pagefaults;0swaps
smteta_MinMax_0500.gtt;1.22;0.06;0:00.56;228%;(0avgtext+0avgdata 118540maxresident)k;0inputs+96outputs;(0major+21618minor)pagefaults;0swaps
smteta_MinMax_1000.gtt;1.22;0.06;0:00.56;229%;(0avgtext+0avgdata 107320maxresident)k;0inputs+96outputs;(0major+22043minor)pagefaults;0swaps
eld-math_t_MinMax_0001.hcc;265.07;4.36;2:48.08;160%;(0avgtext+0avgdata 1262680maxresident)k;0inputs+344outputs;(0major+79781minor)pagefaults;0swaps
eld-math_t_MinMax_0002.hcc;298.63;4.40;3:05.32;163%;(0avgtext+0avgdata 1189692maxresident)k;0inputs+248outputs;(0major+84816minor)pagefaults;0swaps
eld-math_t_MinMax_0003.hcc;297.78;4.23;3:09.20;159%;(0avgtext+0avgdata 1186708maxresident)k;0inputs+192outputs;(0major+74498minor)pagefaults;0swaps
eld-math_t_MinMax_0004.hcc;306.31;4.31;3:05.71;167%;(0avgtext+0avgdata 1189440maxresident)k;0inputs+216outputs;(0major+86094minor)pagefaults;0swaps
eld-math_t_MinMax_0005.hcc;292.44;4.36;3:03.31;161%;(0avgtext+0avgdata 1141716maxresident)k;0inputs+224outputs;(0major+87355minor)pagefaults;0swaps
eld-math_t_MinMax_0010.hcc;290.01;4.21;3:03.13;160%;(0avgtext+0avgdata 1154824maxresident)k;0inputs+280outputs;(0major+72090minor)pagefaults;0swaps
eld-math_t_MinMax_0015.hcc;295.42;4.13;3:01.28;165%;(0avgtext+0avgdata 1236012maxresident)k;0inputs+248outputs;(0major+81804minor)pagefaults;0swaps
eld-math_t_MinMax_0020.hcc;290.33;4.30;3:01.78;162%;(0avgtext+0avgdata 1221836maxresident)k;0inputs+248outputs;(0major+82572minor)pagefaults;0swaps
eld-math_t_MinMax_0025.hcc;310.43;4.10;3:05.38;169%;(0avgtext+0avgdata 1168592maxresident)k;0inputs+248outputs;(0major+84909minor)pagefaults;0swaps
eld-math_t_MinMax_0050.hcc;343.59;4.90;3:17.09;176%;(0avgtext+0avgdata 1326636maxresident)k;0inputs+288outputs;(0major+73298minor)pagefaults;0swaps
eld-math_t_MinMax_0075.hcc;302.29;4.50;3:09.80;161%;(0avgtext+0avgdata 1203848maxresident)k;0inputs+192outputs;(0major+79873minor)pagefaults;0swaps
eld-math_t_MinMax_0100.hcc;290.26;4.10;2:59.57;163%;(0avgtext+0avgdata 1244960maxresident)k;0inputs+264outputs;(0major+78772minor)pagefaults;0swaps
eld-math_t_MinMax_0200.hcc;321.80;4.64;3:10.26;171%;(0avgtext+0avgdata 1294528maxresident)k;0inputs+224outputs;(0major+86288minor)pagefaults;0swaps
eld-math_t_MinMax_0300.hcc;289.95;4.13;3:03.87;159%;(0avgtext+0avgdata 1220796maxresident)k;0inputs+184outputs;(0major+77687minor)pagefaults;0swaps
eld-math_t_MinMax_0400.hcc;306.74;4.51;3:13.66;160%;(0avgtext+0avgdata 1206976maxresident)k;0inputs+192outputs;(0major+84016minor)pagefaults;0swaps
eld-math_t_MinMax_0500.hcc;291.57;4.28;3:01.12;163%;(0avgtext+0avgdata 1265900maxresident)k;0inputs+248outputs;(0major+79893minor)pagefaults;0swaps
eld-math_t_MinMax_1000.hcc;299.97;4.46;3:08.97;161%;(0avgtext+0avgdata 1181080maxresident)k;0inputs+192outputs;(0major+83181minor)pagefaults;0swaps
