identifier;user;system;elapsed;CPU;other Stats;other Stats;other Stats;other Stats
smteta_constAddition_001.st;0.81;0.08;0:00.49;182%;(0avgtext+0avgdata 84404maxresident)k;0inputs+72outputs;(0major+12197minor)pagefaults;0swaps
smteta_constAddition_002.st;0.84;0.04;0:00.44;198%;(0avgtext+0avgdata 82044maxresident)k;0inputs+72outputs;(0major+12190minor)pagefaults;0swaps
smteta_constAddition_003.st;0.77;0.06;0:00.44;188%;(0avgtext+0avgdata 84204maxresident)k;0inputs+72outputs;(0major+11524minor)pagefaults;0swaps
smteta_constAddition_004.st;0.78;0.04;0:00.44;188%;(0avgtext+0avgdata 80448maxresident)k;0inputs+72outputs;(0major+12137minor)pagefaults;0swaps
smteta_constAddition_005.st;0.77;0.05;0:00.44;187%;(0avgtext+0avgdata 82048maxresident)k;0inputs+72outputs;(0major+11500minor)pagefaults;0swaps
smteta_constAddition_006.st;0.80;0.06;0:00.43;199%;(0avgtext+0avgdata 81360maxresident)k;0inputs+72outputs;(0major+11483minor)pagefaults;0swaps
smteta_constAddition_007.st;0.80;0.05;0:00.45;190%;(0avgtext+0avgdata 82748maxresident)k;0inputs+72outputs;(0major+11771minor)pagefaults;0swaps
smteta_constAddition_008.st;0.88;0.04;0:00.45;202%;(0avgtext+0avgdata 82776maxresident)k;0inputs+72outputs;(0major+12289minor)pagefaults;0swaps
smteta_constAddition_009.st;0.81;0.03;0:00.45;189%;(0avgtext+0avgdata 79308maxresident)k;0inputs+136outputs;(0major+11905minor)pagefaults;0swaps
smteta_constAddition_010.st;0.80;0.05;0:00.44;191%;(0avgtext+0avgdata 83024maxresident)k;0inputs+72outputs;(0major+11248minor)pagefaults;0swaps
smteta_constAddition_011.st;0.91;0.05;0:00.46;207%;(0avgtext+0avgdata 87660maxresident)k;0inputs+72outputs;(0major+12885minor)pagefaults;0swaps
smteta_constAddition_012.st;0.90;0.05;0:00.46;206%;(0avgtext+0avgdata 84028maxresident)k;0inputs+72outputs;(0major+11553minor)pagefaults;0swaps
smteta_constAddition_013.st;0.89;0.05;0:00.46;204%;(0avgtext+0avgdata 85008maxresident)k;0inputs+80outputs;(0major+12627minor)pagefaults;0swaps
smteta_constAddition_014.st;0.92;0.03;0:00.46;206%;(0avgtext+0avgdata 84888maxresident)k;0inputs+80outputs;(0major+12497minor)pagefaults;0swaps
smteta_constAddition_015.st;0.92;0.04;0:00.46;207%;(0avgtext+0avgdata 81360maxresident)k;0inputs+80outputs;(0major+11741minor)pagefaults;0swaps
smteta_constAddition_016.st;0.87;0.03;0:00.46;196%;(0avgtext+0avgdata 84408maxresident)k;0inputs+80outputs;(0major+12268minor)pagefaults;0swaps
smteta_constAddition_017.st;0.95;0.05;0:00.49;206%;(0avgtext+0avgdata 82244maxresident)k;0inputs+80outputs;(0major+11879minor)pagefaults;0swaps
smteta_constAddition_018.st;0.94;0.04;0:00.47;209%;(0avgtext+0avgdata 83120maxresident)k;0inputs+80outputs;(0major+12288minor)pagefaults;0swaps
smteta_constAddition_019.st;0.89;0.05;0:00.50;190%;(0avgtext+0avgdata 82560maxresident)k;0inputs+80outputs;(0major+12180minor)pagefaults;0swaps
smteta_constAddition_020.st;0.95;0.04;0:00.47;208%;(0avgtext+0avgdata 84076maxresident)k;0inputs+80outputs;(0major+12868minor)pagefaults;0swaps
smteta_constAddition_021.st;0.95;0.05;0:00.48;209%;(0avgtext+0avgdata 79720maxresident)k;0inputs+80outputs;(0major+12532minor)pagefaults;0swaps
smteta_constAddition_022.st;0.85;0.07;0:00.47;197%;(0avgtext+0avgdata 84360maxresident)k;0inputs+80outputs;(0major+12221minor)pagefaults;0swaps
smteta_constAddition_023.st;0.96;0.04;0:00.47;211%;(0avgtext+0avgdata 81468maxresident)k;0inputs+80outputs;(0major+11827minor)pagefaults;0swaps
smteta_constAddition_024.st;0.94;0.04;0:00.47;206%;(0avgtext+0avgdata 83492maxresident)k;0inputs+80outputs;(0major+12250minor)pagefaults;0swaps
smteta_constAddition_025.st;0.97;0.05;0:00.46;218%;(0avgtext+0avgdata 84860maxresident)k;0inputs+80outputs;(0major+12271minor)pagefaults;0swaps
smteta_constAddition_026.st;0.94;0.05;0:00.48;206%;(0avgtext+0avgdata 83616maxresident)k;0inputs+80outputs;(0major+12324minor)pagefaults;0swaps
smteta_constAddition_027.st;0.91;0.03;0:00.47;200%;(0avgtext+0avgdata 82016maxresident)k;0inputs+80outputs;(0major+11671minor)pagefaults;0swaps
smteta_constAddition_028.st;0.98;0.06;0:00.49;211%;(0avgtext+0avgdata 86608maxresident)k;0inputs+88outputs;(0major+12250minor)pagefaults;0swaps
smteta_constAddition_029.st;0.99;0.05;0:00.48;218%;(0avgtext+0avgdata 81976maxresident)k;0inputs+88outputs;(0major+12777minor)pagefaults;0swaps
smteta_constAddition_030.st;0.95;0.05;0:00.48;209%;(0avgtext+0avgdata 87044maxresident)k;0inputs+88outputs;(0major+12383minor)pagefaults;0swaps
smteta_constAddition_031.st;0.95;0.08;0:00.48;212%;(0avgtext+0avgdata 83640maxresident)k;0inputs+88outputs;(0major+12170minor)pagefaults;0swaps
smteta_constAddition_032.st;1.03;0.04;0:00.49;218%;(0avgtext+0avgdata 85004maxresident)k;0inputs+88outputs;(0major+12464minor)pagefaults;0swaps
smteta_constAddition_033.st;1.01;0.03;0:00.49;211%;(0avgtext+0avgdata 89696maxresident)k;0inputs+88outputs;(0major+13843minor)pagefaults;0swaps
smteta_constAddition_034.st;1.03;0.05;0:00.48;223%;(0avgtext+0avgdata 90292maxresident)k;0inputs+88outputs;(0major+13653minor)pagefaults;0swaps
smteta_constAddition_035.st;1.00;0.05;0:00.49;215%;(0avgtext+0avgdata 87452maxresident)k;0inputs+88outputs;(0major+12823minor)pagefaults;0swaps
